ids,locations,buildings,level,sizeFeet,BuyPricePerFeet,rentPricePerFeet,numberOfRooms,numberOfSuite,AgeOfBuilding,usage
9b76e88c-3b43-456f-9a77-572c833a7856,堅尼地城/西營盤,太生大廈 ,1,617,23987,,"3
",,38,0.73
7895ed56-b199-4828-a530-8176f0da5e65,將軍澳,彩明苑 彩柏閣 (D座) ,3,650,9815,,"3
",1,18,
5ca7d277-26e4-4ae8-a045-30c5ce5bdd22,屯門,屯門鄉事會路 ,2,294,13537,,,,34,0.66
c0f9a619-e3d8-4989-813f-3545f58116b7,山頂/南區,富豪海灣,,3034,30652,,"5
",2,16,0.72
833840ff-dceb-409d-9cd8-a5ba5bbe594f,大圍,金獅花園 2期 金貴閣 (B座) ,1,282,17021,,,,32,0.62
43bada7d-0374-4d75-a82b-ffbc7525cee4,將軍澳,日出康城 1期 首都 琉森 (2座-左翼) ,3,689,15965,,,,11,0.73
4ec4c43c-dab1-47b0-90a3-235a4afb5fca,鑽石山/黃大仙,鑽嶺 ,3,198,27777,53,,,1,
fcb4745a-55aa-4993-a294-7f85e375ed7c,鯉景/嘉亨/逸濤/西灣河,鯉景灣 D段 安屏閣 (14座) ,2,629,16693,,"3
",1,31,0.84
3163937e-6316-46a1-b836-4ce1efca7652,元朗,帝庭居,,630,12666,,,,16,0.76
d240be84-66ce-457b-a2b8-668dbd7593cc,屯門,疊茵庭 7座 ,1,383,15143,,,,19,0.69
aecfcba5-fbb5-4952-8d4b-51cd03cd1b2b,大埔墟/太和,太和中心 2座 ,3,294,26122,,"2
",,32,0.75
0e119c9a-34c8-460b-83a5-9427c5bc2251,香港仔/鴨脷洲,漁安苑 瑚安閣 (G座) ,2,469,14285,,,,31,0.82
8e88cd23-d15d-49b1-9d61-41b93ab4b2fd,元朗,美滿樓,,392,10204,,,,42,
f2e5ae19-a114-4998-a085-41bb4b42a189,北角/炮台山,縉景臺 1座 ,1,478,21338,,"3
",,17,0.65
9dfac864-0442-467a-9143-6d506abd9f8d,青衣,盈翠半島 2期 9座 ,1,1352,36982,,"6
",2,20,0.79
19453298-875a-490a-afe2-d0a1b9f26983,美孚/華景,美孚新邨 2期 百老匯街26-28號 ,2,733,14324,,"2
",,48,0.75
f3b82bd3-7995-4b5a-b8cf-cae540af57ce,鯉景/嘉亨/逸濤/西灣河,東欣苑 榮欣閣 (B座) ,3,418,16267, ,,,21,
aad6231a-d541-4197-b99b-0d55055a7f20,屯門,兆康苑 兆基閣 (R座) ,2,467,9100,,,,35,0.83
92c285b4-aad7-4231-924d-528638beb2ef,堅尼地城/西營盤,均益大廈 第1期 均益大廈第1期 ,3,370,17567,,"3
",,45,
f2b5a4ea-95ed-476a-9a20-b3b6a4228c23,北角半山,雲景道,,730,22602,,"2
",1,42,0.7
2ef5635b-14a7-47e9-b7dd-ba70ccd22f67,奧運站,君匯港 1座 ,3,846,28132,,"3
",1,13,0.76
086bd4ec-cd0d-40fd-9b47-b2912e351e0c,跑馬地/東半山,紀雲峰 ,2,1509,79522,,"5
",3,8,0.78
87abd1dd-37dc-4c23-baf7-b6aa828126b3,何文田/京士柏,冠熹苑 ,3,601,12312,,,,19,
cb4c0a46-5b8e-4297-96b8-e4fb0960b8ec,奧運站,瓏璽 6A座 ,3,524,26717,,"2
",,8,0.8
b4123598-61ab-486e-ae4c-750fff91aa17,屯門,華樂大廈 ,3,414,9178,,,,37,1
3ddef66e-6d2c-4f6b-ba5d-9f0a0c489454,將軍澳,新都城 2期 10座 ,2,363,17906,,"2
",,19,0.7
9499774c-8ffb-4c89-b835-50f8b7722675,黃埔/海逸,黃埔花園 5期 青樺苑 6座 ,3,680,18823,,"3
",1,31,0.86
d7b3da28-ee48-4bd1-8003-b6e880ca76cb,鑽石山/黃大仙,天馬苑 駿威閣 (B座) ,2,363,13774,,,,33,0.73
3417e827-3139-4bf7-9cd7-50975c1e7dbd,東涌,藍天海岸 1期 3座 ,3,781,13444,,,,17,0.76
e2589678-0a72-4bc2-b938-74424358811f,屯門,恆豐園 3座 ,3,620,8467,,,,25,0.79
40487dbd-89fb-475a-8283-41839856fe31,北角/炮台山,健威花園 B座 ,2,456,19035,,"2
",,40,0.89
06d7fd95-42b8-4db0-acc6-a51d55f03678,九龍站,凱旋門 映月閣 (2A座) ,3,960,45833,,"3
",1,14,0.72
58926dcf-0c27-4cd1-94cf-a2f20df71a59,鑽石山/黃大仙,星河明居 A座 ,1,517,19922,,"2
",,21,0.79
a18ec4df-4581-47c1-89fe-39fd75d22b09,黃埔/海逸,黃埔花園 12期 銀竹苑 2座 ,2,797,18569,,"4
",1,28,0.89
41fd41b4-482c-4b5a-8d75-477899eedceb,九龍站,御金‧國峰  ,3,400,25000,,,,7,0.78
8e6fc7f7-857c-4a72-951d-0375ce5a3191,西貢,匡湖居,,1945,27249,,,,34,0.76
0db67e5a-8f52-433c-aadf-e9f51d596e5f,屯門,恆豐園 2座 ,3,436,10504,,,,25,0.78
1df0b4de-ce22-4f52-8cbc-c52845d2c624,屯門,青菱徑,,374,7700,,"2
",,37,0.83
3261c7fb-ad4d-49b7-803a-d41c99845508,旺角/油麻地,柏豐28 ,3,457,17067,,"2
",,11,0.75
55c49aa2-48c7-4b88-bb88-4defe9f2e81b,上環/中環/金鐘,聚賢居 1座 ,3,400,28250,,"2
",,13,0.74
4fdeae5c-569b-45da-b87b-f9486b95c761,屯門,龍成花園 2座 ,2,446,12331,,,,19,0.73
c5b16d51-ac00-40ef-ad06-e107c99fa99f,美孚/華景,美孚新邨 3期 百老匯街76-78號 ,1,1327,13564,,"4
",1,47,
5550d591-f6f4-4b7a-ba4f-a195e74caeab,長沙灣西,泓景臺 3期 6座 ,2,512,17382,,"2
",,15,0.75
1091d994-99b4-4a30-8dc1-67f5f07399bd,西半山,寶威閣 B座 ,2,1031,29097,,"3
",1,31,0.85
c5b16d51-ac00-40ef-ad06-e107c99fa99f,美孚/華景,美孚新邨 3期 百老匯街76-78號 ,1,1327,13564,,"4
",1,47,
5550d591-f6f4-4b7a-ba4f-a195e74caeab,長沙灣西,泓景臺 3期 6座 ,2,512,17382,,"2
",,15,0.75
1091d994-99b4-4a30-8dc1-67f5f07399bd,西半山,寶威閣 B座 ,2,1031,29097,,"3
",1,31,0.85
d1d319b3-af21-458b-909e-83ddc47066f7,香港仔/鴨脷洲,珍寶閣 ,3,498,20040,,,,40,0.85
3fe06211-de05-4f4f-805f-fa4911cc148d,上水/粉嶺,牽晴間 1座 ,3,574,14459,,"3
",1,20,0.73
c5b3624b-3018-41e8-8bc2-597de240668e,堅尼地城/西營盤,均益大廈 第2期 D座 ,1,404,16089,,"2
",,42,
71676518-3086-4c0b-96c9-5a0a91c8db4f,荃灣,怡景園 2座 ,3,616,12987,,"3
",,31,0.78
600ce567-5dca-49e2-a63a-b1751cf90293,何文田/京士柏,德福閣 ,1,886,22573,,,,43,0.89
50437f2e-0b13-4b75-88b7-ca24bb6ffe70,上水/粉嶺,維也納花園 1座 ,2,663,12337,,"3
",,26,0.75
7059d7ed-9f1c-4f07-b98b-1105a152f789,奧運站,凱帆軒 1座 ,1,476,21638,,"2
",,16,0.75
40ab075e-756b-4680-b4ee-f7ffce03a81a,元朗,溱柏,,556,11690,,,,5,
db04ceb9-726f-45ef-8e97-da3a48c41e58,東涌,映灣園,,2355,12738,,,,8,0.74
169e5bcc-6504-41d4-9c96-40d6446118f4,西貢,西貢公路,,1332,20870,,"5
",2,41,
79163360-f68e-4f68-810e-1d2964ef7eb0,西半山,翰林軒 1座 ,1,401,27431,,,,23,0.76
5959ab03-7196-4cf9-9e5f-d8618eb372de,元朗,溱柏 8座 ,1,615,11869,,,,5,
342ed5be-344c-46a8-9522-1c54376cd037,上環/中環/金鐘,帝后華庭 1座 ,2,322,23913,,"1
",,16,0.69
7d7bf428-d839-467f-a7c4-ffa54db85a9c,灣仔/銅鑼灣,囍匯 1期 5座 ,3,497,26559,,"1
",,5,
c9c41f4d-d98d-4c69-b1b9-4771d25d61d2,上水/粉嶺,御皇庭 3座 ,1,847,9445,,,,13,0.73
6243b4bb-cc7b-4e85-b385-a5bdf281c6a0,海怡半島,海怡半島 2 期 怡樂閣 (13座) ,2,755,18543,,"4
",1,27,0.8
ee23c81f-2050-4636-9d8d-c7bada0fa3ce,屯門,悅湖山莊 8座 ,2,431,10672,,,,26,0.83
c9c41f4d-d98d-4c69-b1b9-4771d25d61d2,上水/粉嶺,御皇庭 3座 ,1,847,9445,,,,13,0.73
6243b4bb-cc7b-4e85-b385-a5bdf281c6a0,海怡半島,海怡半島 2 期 怡樂閣 (13座) ,2,755,18543,,"4
",1,27,0.8
ee23c81f-2050-4636-9d8d-c7bada0fa3ce,屯門,悅湖山莊 8座 ,2,431,10672,,,,26,0.83
68e1552f-b019-4045-9218-b4809458657e,何文田/京士柏,富威花園 D座 ,2,260,22615,,"2
",,35,0.63
f4080c5b-08f2-4d9b-8683-8f23221bd4b2,火炭/沙田半山/九肚山,駿景園 2期 8座 ,2,974,15605,,"3
",1,23,0.86
8f77a38d-de24-4046-91c6-5d45253edac2,香港仔/鴨脷洲,仁勝大廈 ,3,287,17421,,"2
",,31,0.76
f7f275d9-6cca-4508-a9cc-3bfe32d15dd8,長沙灣西,泓景臺 1期 2座 ,3,441,19047,,,,16,0.7
8ebcaf36-78ae-4354-ac5b-7a45899ef4ce,屯門,雅都花園 A座 ,3,566,12014,,"2
",,32,0.79
7fae803d-91d3-4e7b-94bc-03de5ea3bacc,屯門,兆康苑  ,1,431,10451,,,,35,0.82
aae7b0e6-6da3-4f0a-a712-81dece378a2b,將軍澳,天晉 Iiia 5B座 ,1,699,20000,,,,3,
409ef299-6bd0-40dc-9cbd-1b51aa732b97,上水/粉嶺,綠悠軒 5座 ,2,445,12988,,"2
",,21,0.7
8e80e4fe-d7fd-4791-8f49-537be2a0e613,大埔墟/太和,新峰花園 2期 7座 ,1,588,13061,,"2
",,24,0.8
2ca04024-4bbc-4568-b613-66bf4d5e9fa9,西半山,承德山莊 1座 ,3,922,24945,,"3
",1,28,0.78
3a558f44-9e73-46ba-93b3-d48332819cae,上水/粉嶺,碧湖花園 1座 ,2,400,12250,,"2
",,25,0.77
0e195a38-7fc9-42b5-81a4-426e4ba5bc47,跑馬地/東半山,逸怡居 ,1,375,22933,,"2
",,20,0.61
e1e46fa2-82d0-452d-8615-96efd447a440,屯門,時代廣場  ,3,272,16911,,,,31,0.75
a603684a-7554-4240-b849-362fc1cdf776,鑽石山/黃大仙,譽‧港灣 2B座 ,2,540,20370,,"2
",,9,0.77
521c60aa-dabc-498d-bd0d-3a77142d0b4a,九龍站,御金‧國峰 6座 ,2,400,22450,,"1
",,7,0.78
24f3efe2-f1c0-477b-8d30-adbed236db1b,大埔半山/康樂園,嵐山,,752,11143,,"3
",1,5,
9ffc7c7f-67dd-4af4-a41e-c10b2aebaf8d,將軍澳,將軍澳中心 2期 1座 ,1,465,16344,,"2
",,16,0.75
5ec218a9-12ca-415b-93f1-07beb2c5d2ef,錦繡/加州/葡萄園,錦繡花園,,915,18360,,,,35,0.7
c05a40d2-25f4-4ea5-bc0a-f5f70aa3c441,元朗,翠韻華庭 1座,,598,11204,,,,18,0.78
26c626d3-6f46-4fcd-935e-6a53f9c2951d,上環/中環/金鐘,盈峰一號 ,2,401,27431,,,,10,0.76
cae021a7-913e-4d95-9aed-f0fb701f2848,上水/粉嶺,綠悠軒,,427,12412,,"2
",,21,0.69
2e70e864-3560-4f84-8e03-35bdaa7fad93,元朗,世宙 5座 ,3,643,13810,,,,3,
c364f887-e202-45d4-b327-8f32519b7a7d,屯門,綠怡居  ,1,509,9587,,"2
",,21,0.82
87e072e5-f6ea-41d3-b71e-80ab52adc79b,馬鞍山,錦禧苑 錦欣閣 (B座) ,2,401,12917,,,,29,0.78
072c5213-6d77-45c4-a4e0-07ba9ed4722b,鑽石山/黃大仙,龍蟠苑 龍璧閣 (F座) ,2,340,17352,,"1
",,32,0.74
30962c55-463a-43b9-8825-f886cca75eb8,香港仔/鴨脷洲,置富花園 富恆苑 (H-11座) ,1,588,16666,,,,39,0.85
a44c8fed-fed4-4544-8ae6-75780b3262fd,元朗,朗晴居,,739,10798,,"3
",2,22,0.84
58bef711-a0f7-4f0f-aa55-18057946d088,鑽石山/黃大仙,現崇山 2座 ,1,1123,24933,,"3
",2,7,0.77
54c57cab-63be-4efd-a8da-ce719c9fd4c6,將軍澳,天晉 II 1B座 ,3,551,19782,,"2
",,5,0.79
f04e8811-a3d6-40bc-a35c-9d18b93b9c5c,愉景灣/離島,愉景灣   ,2,523,13001,,"1
",1,8,0.8
feb95357-e315-4302-a678-25be929db5d0,西半山,俊傑花園 ,2,661,26475,,"3
",1,23,0.78
874d16a4-fec5-4f00-bc04-00913b3b78cf,將軍澳,日出康城 2期A 領都 3座 (左翼) ,1,728,11373,,"3
",1,9,0.75
475aeec5-d011-418e-a2a0-1e00e28ca08c,元朗,合益中心 ,2,422,13270,,,,37,0.83
7fed94a9-8052-4d42-a275-94397d8f15e2,大圍,美城苑 暉城閣 (C座) ,3,490,12204,,,,27,0.71
8e301465-392d-4017-8c1e-9f465f29797d,元朗,Yoho Town 2期 2座 ,2,972,16255,,,,9,0.78
39cb6c0c-2a1c-49eb-a45f-90254789e395,將軍澳,將軍澳廣場 1期 3座 ,1,429,19813,,"2
",,16,0.73
3ea72165-006f-49a1-8060-dfa1f45a976b,荃灣,綠楊新邨 J座 ,2,582,15378,,"3
",,36,0.87
1eefe629-195f-440e-b13f-ec739f483669,山頂/南區,淺水灣道37號,,1254,86921,,"3
",1,25,0.72
c0a8e1aa-825f-41d0-960e-1c109edc3168,荃灣,綠楊新邨 L座 ,1,451,15521,,"2
",,36,0.87
44f784df-04bf-4d13-b8e2-22dfac54af9c,鑽石山/黃大仙,龍蟠苑 龍珠閣 (C座) ,2,426,16197,,"2
",,32,0.74
46684f61-4187-4f59-ba59-2b01dd2da7da,屯門,新屯門中心  ,2,501,9580,,,,29,0.81
382108d0-c5dc-4e63-9722-03b2e3bb12fe,元朗,原築 2座 ,2,511,12328,,,,10,0.77
c8698c4a-a7eb-4b6b-8fe9-c3b0db588241,西半山,慧豪閣 1座 ,2,428,23364,,"2
",,25,0.78
feed0586-2e07-495e-a7ab-db0e97a968a8,元朗,Yoho Town 1期 1座 ,3,433,17321,,,,15,0.75
fd6d3cbf-cba3-4faa-bfd4-3846f41046aa,元朗,朗庭園 1座 ,3,396,13888,,,,17,0.75
e8a35101-b579-4519-bd7d-d5248c0f7cbe,元朗,翠疊軒,,1236,12135,,"4
",2,21,0.82
09077bc8-1d56-47c0-a300-8346d745d291,將軍澳,將軍澳中心 2期 1座,,465,18924,,"2
",,16,0.75
5b6ee086-19c3-4e33-95e2-b5dd1254f309,馬鞍山,錦泰苑  ,2,650,10276,,,,19,
184e5839-6687-40ab-b453-b53c25545331,馬鞍山,錦英苑  ,3,645,10232,,"3
",,28,0.78
5aca049b-d397-4e52-aa9c-6ea485d04e50,馬鞍山,迎海 1期 2座 ,1,491,19348,,"2
",,6,0.77
b728eaf0-dcdf-44a1-833c-9517d4c81033,鰂魚涌/康怡,御皇臺 ,2,379,22163,,"2
",,17,0.67
e2da4fd9-1533-4e47-b785-6ffde5329e96,黃埔/海逸,黃埔花園 10期 綠榕苑 4座 ,3,910,18329,,,,31,0.88
fefeaf3c-9b6c-4746-ab54-d4aa67f8d57a,元朗,原築  ,2,480,13750,,,,10,0.77
ef487674-0fc4-4f3b-bc47-06c79204ec85,將軍澳,日出康城 3期A 緻藍天 晶巒 (5座) ,3,688,13808,,"3
",,5,
d1924c43-1deb-4a07-91bd-c342ca99edb0,大埔半山/康樂園,天賦海灣 3期 海鑽 7座 ,3,949,19810,,"3
",1,7,0.77
1c169701-c139-446d-af15-0978ada7dc1d,將軍澳,富麗花園 2座 ,3,556,13309,,"2
",,25,0.73
0887f08a-4856-4624-9c9d-083e38815d89,將軍澳,裕明苑 裕榮閣 (A座) ,1,640,13515,8593,,,25,0.73
159ce1b9-c92b-4919-b684-4bd77a6a3bb7,葵涌,葵芳閣 2座 ,2,397,15113,,,,35,0.82
9ac52d19-d30c-48df-822f-14980f57046f,鯉景/嘉亨/逸濤/西灣河,柏匯 ,3,209,25358,,,,2,
734e3f7e-5c74-4e1c-8fa5-8180638e73e9,大圍,名城 1期,,718,17827,35,,,9,0.75
b0082148-c386-4645-a4a6-7844b26a0c99,大埔半山/康樂園,逸瓏灣   ,3,621,20933,,"3
",1,4,
cb2baaca-a424-445b-a1ff-54bb6a64965a,上水/粉嶺,天巒,,1679,14770,27,,,,0.63
12c90ebd-2705-4d4a-b291-2eac661be9bf,九龍灣/牛池灣,淘大花園 1期 D座 ,1,375,16533,,"2
",,38,0.78
1dbe0863-b99e-4df2-a297-01ea65ce6057,元朗,世宙 3座 ,3,645,15503,,,,3,
40f617f8-a047-4a31-9f06-d187f3c5dd81,荃灣,愉景新城 2期 6座 ,3,485,15051,,,,22,0.8
4a5b6cac-381b-4491-849f-243da81b8ad5,北角半山,龍景花園 ,2,693,21645,,"3
",1,32,0.78
42acfc99-5340-4d06-8b14-c492385bdcd5,屯門,多寶大廈 ,1,258,15038,,"2
",,39,0.78
c9d8c7af-4d37-45f3-8809-316f968ef6cc,九龍站,君臨天下 3座 ,3,1049,50524,,,,16,0.72
5440f488-e04e-4a87-bc6a-625bfce6c679,黃埔/海逸,海逸豪園 4期 海逸灣 17座 ,2,1113,27852,,,,18,0.75
4e3a3115-e479-4d23-9cc3-dcc35ae784db,長沙灣西,昇悅居 6座 ,3,460,18478,,"2
",,16,0.76
8f9b51a3-9a0b-463c-8833-b3c1d505d47f,屯門,雅都花園 A座 ,3,426,13145,,"2
",,32,0.8
176eb95c-587b-4f0f-aa34-32f69cea5edd,大圍,名城 3期 盛世 2座 ,1,958,19832,,,,8,0.76
4435f567-c067-4506-9ab4-ded80ff3e9f0,東涌,映灣園 3期 悅濤軒 海雲天 (12座) ,1,552,12463,,,,14,0.75
c92cc32a-4f3c-4fe6-b842-ffe8e49fb564,屯門,恆福花園 7座 ,2,584,11130,,"3
",,26,0.79
89fb770d-c261-4caa-b8bb-b66bc5e52059,屯門,恆豐園 1座 ,2,593,10590,,"3
",,25,0.79
38f88781-86c2-44a5-982a-9237ba12f657,屯門,瓏門 2期 7座 ,3,586,15358,,"3
",,5,
e6989175-f180-4b3e-acab-d6b01f2a599b,上水/粉嶺,粉嶺名都  ,3,376,13297,,,,26,0.75
f05e4343-41fe-4505-9270-7e4949c2bb1f,將軍澳,將軍澳中心 2期 1座 ,1,465,18064,,"2
",,16,0.75
bb449ddc-9076-4d9d-9694-765edd529d40,屯門,翠寧花園 3座 ,3,484,9297,,,,28,0.84
abcce7c3-cdce-4c93-8328-257e8d0da786,奧運站,維港灣 5座 ,3,703,27027,,"3
",1,19,0.74
a5b427c0-e02e-4657-85a4-c4fc0b3323d1,馬鞍山,天宇海 5A座 ,1,785,13757,,"3
",1,8,0.77
bf60ea8e-bd95-498d-acb4-38d4196a0697,元朗,朗庭園 1座 ,3,432,12731,,,,17,0.77
b7e83440-93fc-40dd-b4e7-7b5b1f600d1a,火炭/沙田半山/九肚山,壹號雲頂 2期 雲頂峰 雲頂峰,,536,20522,,,,9,0.76
ff7f2028-b329-4f50-a15e-c0cf0fcbbeb2,屯門,屯門市廣場 3期 8座 ,1,356,13764,,"2
",,27,0.76
175d8132-0854-4a85-b0ce-35878a47cfb8,元朗,尚悅 10座,,743,10632,,,,6,0.73
b9e9769c-049a-418f-9af4-841aab5f255c,天水圍,天盛苑 盛旭閣 (M座) ,3,650,8461,,,,19,0.79
a5bf55a0-321a-4180-a3ba-11afd56fc99d,跑馬地/東半山,紀雲峰 ,2,1451,41350,,"3
",2,8,0.77
45340051-a25f-4de4-b193-e7edf79d3b1d,麗城/青山公路(荃灣段),麗城花園 2期 1座 ,2,668,12874,,"3
",1,30,0.85
48b65ba6-86ba-4250-a7b4-e9c1281433c8,大圍,翠景花園 2座,,662,14803,,,,25,0.78
e72cc74e-59e3-461c-b0bb-0ac1a21d1241,將軍澳,彩明苑 彩梅閣 (F座) ,2,506,10079,,"2
",,18,
42ad0d3c-433c-4e3a-9717-eb6d8a8506c9,馬灣/珀麗灣,珀麗灣 1期 15座 ,1,785,13757,32,,,17,0.78
a7cb9868-9ebe-4160-b38d-71c9836f51ab,元朗,寶珊園,,636,9874,,"3
",1,24,0.9
7f0c707a-ead5-440f-9083-dc6f8845d6eb,灣仔/銅鑼灣,囍匯 2期 2座 ,2,329,28875,,,,4,
a11d7c4a-3839-43d6-a91c-6bd93b27bf4a,深井/青山公路(屯門段),香港黃金海岸 2座 ,2,576,27430,,,,29,0.78
809272f9-876c-4bb2-bc60-c2ebf68df5a7,灣仔/銅鑼灣,修頓花園 ,2,517,18762,,"2
",,31,0.77
74537d54-00dd-4c65-ba89-ce0f9ad3899b,屯門,蘭苑 ,3,265,15094,,,,41,0.66
86fd55a7-c4f2-4be9-98e0-2ca3897408df,九龍塘/畢架山,馬可尼大廈,,692,18497,,"3
",,44,0.8
01989600-1b80-4a93-9bec-08c7a37c19a8,將軍澳,慧安園 3座,,354,18022,,"2
",,25,0.72
2d126b05-3f9e-4253-aba6-2aaf09c9d64f,屯門,屯門市廣場 2期 2座 ,1,325,17538,,"1
",,31,0.77
8e631ba2-db85-4560-a380-612235e69301,大埔半山/康樂園,逸瓏灣 II 大廈11座 ,2,795,16100,38,,,4,
cccc36fc-c989-448e-9fab-587f577e9d1b,何文田/京士柏,德信園 ,2,635,18110,,,,54,
ec0a0b96-c31a-4179-b4d1-a123b25aafd8,大埔墟/太和,新達廣場 1座 ,3,465,16473,,"2
",,28,0.83
819ffc7b-4458-41b2-9697-7c01d821cfc8,九龍塘/畢架山,珏堡,,1369,26296,,"3
",2,7,0.79
9ca7c767-93eb-4526-9986-45ba60676a8f,旺角/油麻地,通菜街 ,3,638,10188,,"3
",,59,
bcee04b9-2302-44b8-8da5-68d397792e70,元朗,金莎花園,,802,9975,,,,23,0.77
6c972da8-a138-4bb2-8c7f-aa3f96de3a6a,青衣,長發邨 俊發樓(5座) ,1,355,6197,,"2
",,,
9bd5d8dd-a1b3-44e8-808c-ee979b6c7305,將軍澳,煜明苑 焜明閣 (B座) ,2,608,11513,,"3
",,23,
e1697dd5-bb1a-475c-befa-ff2b15913dae,馬鞍山,新港城 4期 F座 ,1,551,16116,,,,25,0.74
001bcbfe-d804-4bd7-bcc6-79a620b58337,大埔墟/太和,頌雅苑,,385,12675,,,,28,0.75
e2c91d8b-3449-4fa7-b2ab-f1e9f70cff53,九龍站,御金‧國峰 1座 ,3,1132,30035,,,,7,0.77
2c7ffe8d-220a-4128-8df8-38cf2f22273c,元朗,Yoho Town 1期 6座 ,3,432,17361,,,,15,0.75
e2137716-a458-4689-ab7c-338d8bdfecf3,深井/青山公路(屯門段),豪景花園 2期 嘉美閣 (7座) ,3,536,12313,,,,32,0.7
ffcd6e5d-ce08-4290-8a07-526453479b6a,堅尼地城/西營盤,浚峰 ,1,659,28072,,"3
",1,3,
cfd172c6-7a01-4104-b362-553387dde0a0,荃灣,荃景花園 2期 10座 ,1,551,13611,,"3
",1,31,0.81
f34eb8a0-7ff8-4e05-ba2c-b9dfac700271,將軍澳,彩明苑 彩柏閣 (D座) ,3,650,12000,,"3
",1,18,
0ae40582-c482-4c96-b97f-e9b4d75b1fb6,天水圍,天富苑 偉富閣 (L座) ,3,506,8498,,,,18,
15c3fef3-b504-45b4-ae5a-e9e427744643,中半山,嘉苑 ,2,760,30263,,"2
",,24,0.61
be19c212-a780-48a9-8d5f-fdef8c09a2c2,香港仔/鴨脷洲,香港仔中心 海晶閣 (K座) ,1,438,17123,,"2
",,40,0.83
da336127-fb90-42b1-9e3a-20b407f03e01,奧運站,凱帆軒 2座 ,1,429,22960,,"1
",,16,0.71
de1debb3-1d7a-4d56-93bc-98178015d88c,火炭/沙田半山/九肚山,蔚林居,,934,19271,,,,24,0.8
1fc05519-7d7d-496e-a4e7-7eb95c0776e9,九龍灣/牛池灣,麗晶花園 19座,,538,15799,,"3
",,34,0.87
f8a6ebf9-b248-4b79-91bd-d4e18b725af4,將軍澳,海悅豪園 2座 ,1,606,16831,,"3
",1,21,0.75
b23673a4-1387-411b-adee-4ddedaedc412,大圍,名城 3期 盛世 1座 ,2,757,17437,,,,8,0.76
b4f0ec0d-39a4-49c2-bfdb-e38953ebca16,北角/炮台山,丹拿花園 2座 ,1,658,20516,,"3
",1,28,0.84
338179c7-4a9a-4f96-8f36-81795c844a2d,元朗,好順利大廈,,294,13605,,,,35,0.71
81069ae5-3042-4fcd-ad7c-49a5e895b8f2,大埔墟/太和,新峰花園 4期 御峰豪園 27座 ,1,822,14209,,,,22,0.8
2edaa370-8519-4d56-afb4-b8f9e3cfa781,鰂魚涌/康怡,逸樺園 2座 ,3,752,25000,,"3
",1,16,0.79
73a26d78-7ead-453b-ab2d-9320681f3754,跑馬地/東半山,成和道33-35號,,742,18598,,"3
",,52,
d193d6cb-e4a8-47d6-bebb-6206743c73f0,九龍站,御金‧國峰 3座,,1195,33472,,"4
",1,7,0.77
147d103f-41ee-4a6f-8bea-5bb0c3d40f47,鑽石山/黃大仙,竹園北邨 榕園樓 (11座) ,2,443,11963,,,,,
16a1a4c5-e87b-4706-9e81-bcc553364b5d,貝沙灣,貝沙灣 4期  南灣 9座 ,1,1043,34515,,,,14,0.75
127401ac-a68d-459d-8304-212e26db91da,馬鞍山,聽濤雅苑 2期 7座 ,1,526,15589,,,,20,0.8
2d43cae0-c973-4573-b2bb-002daa7326eb,元朗,溱柏,,541,12162,,,,5,
3d425851-8829-4225-9460-427d498050b4,大圍,景田苑 雄心閣 (D座) ,2,447,13870,10067,,,36,0.83
c1c1c1f7-1381-4426-9f9e-91941d5d23f8,深井/青山公路(屯門段),海景花園 6座 ,2,582,11168,,"1
",,32,0.71
b305b88b-4e7a-4940-9f36-2ebc315bc87d,屯門,豫豐花園  ,3,396,11919,,"2
",,14,0.75
4782f2a3-c243-4b01-903a-51852cd91584,元朗,溱柏 2座 ,2,952,12605,,,,5,
c1c1c1f7-1381-4426-9f9e-91941d5d23f8,深井/青山公路(屯門段),海景花園 6座 ,2,582,11168,,"1
",,32,0.71
b305b88b-4e7a-4940-9f36-2ebc315bc87d,屯門,豫豐花園  ,3,396,11919,,"2
",,14,0.75
4782f2a3-c243-4b01-903a-51852cd91584,元朗,溱柏 2座 ,2,952,12605,,,,5,
539ff8b0-8b25-4e84-832b-096ac1e8601c,上水/粉嶺,天平邨 天怡樓 (1座) ,2,381,9658,,,,,
b4e5b64e-af85-4403-aac6-fe595068bd3e,鑽石山/黃大仙,豪苑 2座 (B座) ,3,420,14285,,,,34,0.67
18f308c5-eef0-49d3-af60-b7821ef27fea,上水/粉嶺,囍逸 2座 ,1,294,17006,34,,,1,
719443f4-793d-45a1-a510-558fbd9bfa7f,將軍澳,清水灣半島 2期 7座 ,1,610,14098,,"3
",,17,0.75
264a15a0-8984-4a87-9387-4b122a82f004,鑽石山/黃大仙,The Avery ,3,258,27131,,,,5,0.72
94edabc0-b419-4291-8fae-e348ba3fa19a,元朗,采茵軒,,739,8497,,,,17,0.75
277e2f92-9253-4512-b409-f1aaaa252f49,筲箕灣/柴灣/藍灣半島,藍灣半島 3座 ,2,596,19597,,,,18,0.7
b49d95c6-b86c-48e5-95cb-80af553ad526,將軍澳,寶明苑 寶柏閣 (B座) ,2,535,9158,,"2
",,21,
b37a5824-5ba7-4d3b-aa7d-a3e021fbf899,上水/粉嶺,旭埔苑 秦湖閣 (H座) ,3,546,9157,7106,"2
",,37,0.81
